SQ1,SQ2,SQ_RESULTS,gender,age,A3. 최근(2016년 1월 이후) 주중(월~금)동안 하루에 MMORPG를 평균 어느 정도 이용하십니까?,A4. 최근(2016년 1월 이후) 주말(토/일)동안 하루에 MMORPG를 평균 어느 정도 이용하십니까?,A5. 최근(2016년 1월 이후) 이용한 MMORPG 게임의 종류는 모두 몇 개입니까?,A6. MMORPG 게임 하나를 즐기는 기간은 어느 정도 입니까?(더 이상 플레이 하지 않을 때까지 지속되는 기간),"A7. MMORPG 게임의 내부 커뮤니티(예, 길드, 클랜)를 이용하십니까?","A8. 인터넷 게임 커뮤니티(예, 게임에 대한 정보를 얻을 수 있는 카페, 페이스북, 밴드)를 이용하십니까",A9. MMORPG의 확률형 아이템을 구매할 의사가 있으십니까?,A10. 최근(2016년 1월 이후) 인터넷 게임에 투자한 금액은 매달 어느 정도 되십니까?,A11. 최근(2016년 1월 이후) 가장 많이 이용한 MMORPG 게임 이름은 무엇인가요?,MOT1,MOT2,MOT3,MOT4,MOT5,MOT6,MOT7,MOT8,MOT9,MOT10,MOT11,MOT12,MOT13,MOT14,MOT15,MOT16,MOT17,MOT18,MOT19,MOT20,MOT21,MOT22,MOT23,MOT24,MOT25,BHV1,BHV2,BHV3,BHV4,BHV5,BHV6,BHV7,BHV8,BHV9,BHV10,BHV11,B11(reverse),BHV12,BHV13,BHV14,BHV15,BHV16,BHV17,BHV18,BHV19,BHV20,BHV21,BHV22,BHV23,BHV24,BHV25,BHV26,BHV27,BHV28,BHV29,BHV30,BHV31,BHV32,IGD1,IGD2,IGD3,IGD4,IGD5,IGD6,IGD7,IGD8,IGD9,IGD10,IGD11,IGD12,IGD13,IGD14,IGD15,IGD16,IGD17,IGD18,IGD19,IGD20,IGD21,IGD22,IGD23,IGD24,IGD25,IGD26,K_일상생활장애,K_금단,K_일탈행위,K_내성,K_sum,M_도전성취(6iems),M_오락소일(7items),M_교우동기(3items),M_현실도피(4items),M_공격동기(4items),B_PVP(6items),B_사회적플레이어 대 환경(6items),B_작업하는 것(7items),B_돕는 일(4items),B_몰입(6items),B_핵심요소(3items),A1_성별,A2_만나이,A3_주중게임이용시간,A4_주말게임이용시간,A5_MMORPG이용개수,A6_MMORPG평균이용기간,A7_게임내커뮤니티활동,A8_게임외커뮤니티활동,A9_확률형아이템,A10_게임현금투자,A11_최근 많이 플레이 한 게임,A11_filter,"K_internet_addiction(1=add, 0=non-add)"
예,예,TRUE,1,27,2시간 이상 ~ 3시간 미만,3시간 이상 ~ 4시간 미만,2~3개,2년 이상,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",만원 이상 ~ 2만원 미만,마비노기영웅전,1,1,4,4,3,4,3,4,2,2,4,4,2,3,2,3,4,3,2,3,3,2,3,3,2,6,3,3,6,5,3,2,5,6,7,5,3,5,5,2,6,7,2,7,6,6,7,6,6,6,2,6,2,6,7,4,7,1,2,2,3,2,2,3,2,1,2,2,2,2,2,2,3,3,3,2,1,1,2,2,2,2,2,2,19,13,12,10,54,3.5,2.857142857,3.666666667,2,1.75,2,6,5.285714286,6.25,4.333333333,6.333333333,2,27,5,6,2,6,4,2,2,4,마비노기영웅전,0,0
예,아니오,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
예,예,TRUE,1,24,6시간 이상,6시간 이상,1개,2년 이상,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",8만원 이상,던전앤파이터,3,2,3,3,4,3,4,2,2,2,4,2,4,4,3,4,4,4,4,3,3,3,4,4,4,7,5,4,5,5,3,1,5,5,7,3,5,7,3,2,7,3,4,5,3,6,3,4,4,7,2,2,4,4,7,4,6,1,3,2,1,2,3,3,4,2,3,3,3,2,3,2,3,3,3,2,1,2,2,3,2,3,3,3,23,16,13,14,66,3,3.571428571,4,3.5,2.75,2.5,5.333333333,4.285714286,5,4.166666667,6,2,24,9,9,1,6,4,2,2,7,던전앤파이터,0,1
예,예,TRUE,1,38,2시간 이상 ~ 3시간 미만,4시간 이상 ~ 5시간 미만,2~3개,3개월 ~ 6개월 미만,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",사용한 적 없다,"디아3,  테라,  와우",1,1,5,1,1,2,4,3,1,1,5,4,4,5,5,3,5,3,4,2,2,1,2,3,5,1,5,6,7,5,6,2,6,4,7,7,1,7,5,2,1,5,3,5,3,6,3,2,4,6,1,7,5,5,5,2,7,1,3,3,3,1,3,1,1,2,3,4,2,2,2,1,3,1,1,1,1,1,1,3,2,2,2,1,20,14,6,10,50,2,3.714285714,4.333333333,3.5,1,2.666666667,5,4.714285714,4.75,3.166666667,6,2,38,5,7,2,3,4,2,2,1,"디아3,  테라,  와우",0,0
예,예,TRUE,1,32,30분 이상 ~ 1시간 미만,1시간 이상 ~ 2시간 미만,1개,1개월 ~ 3개월 미만,이용하지 않는다,이용하지 않는다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",사용한 적 없다,디아블로3,5,5,2,2,3,2,4,2,3,1,2,3,3,3,5,5,5,5,5,3,4,5,4,3,3,7,2,3,2,2,3,6,2,3,3,5,3,2,2,2,2,3,6,2,2,4,3,3,2,3,7,4,2,2,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,2,4,36,24,21,18,99,2.833333333,4.142857143,3.333333333,3,4,3.5,2.833333333,3.142857143,2.5,3.333333333,3,2,32,3,4,1,2,1,1,1,1,디아블로3,0,1
예,예,TRUE,1,23,30분 이상 ~ 1시간 미만,1시간 이상 ~ 2시간 미만,1개,1개월 ~ 3개월 미만,이용하지만 커뮤니티 활동에 참여하지는 않는다(출석체크만 하는 정도이다),오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",5천원 이상 ~ 만원 미만,디아블로3,4,3,5,2,3,5,3,2,1,4,3,3,3,3,2,4,3,3,4,1,2,3,2,3,2,3,5,6,6,6,3,6,7,6,4,7,1,3,5,4,2,3,4,4,4,6,4,3,2,2,2,3,2,4,6,4,3,1,2,1,3,1,2,1,3,2,4,2,3,2,2,2,2,3,3,3,1,1,1,2,2,2,2,2,19,13,12,10,54,2.333333333,3.285714286,3,3.25,2.75,3.333333333,2.5,4.714285714,4.25,3.5,6,2,23,3,4,1,2,2,2,2,3,디아블로3,0,0
예,예,TRUE,1,27,5시간 이상 ~ 6시간 미만,4시간 이상 ~ 5시간 미만,2~3개,6개월 ~ 1년 미만,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,돈(혹은 문화상품권)을 써서라도 확률형 아이템을 구매할 의사가 있다.,2만원 이상~ 4만원 미만,디아블로,4,1,5,5,5,5,4,4,5,3,2,5,1,4,3,5,5,5,5,4,4,2,2,3,1,1,5,7,4,5,5,3,5,3,7,7,1,2,5,2,7,7,1,4,2,4,5,2,2,4,2,2,3,5,6,4,7,3,2,1,3,1,2,2,3,2,3,2,1,1,2,1,3,2,1,1,1,1,2,2,3,1,1,2,19,10,8,9,46,4,4,3.333333333,2.5,3.75,3,4.666666667,3.857142857,3.5,4,4.666666667,2,27,8,7,2,4,4,2,3,7,디아블로,0,0
예,예,TRUE,1,23,6시간 이상,2시간 이상 ~ 3시간 미만,1개,1년 ~ 2년 미만,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)","게임과 관련된 정보 획득 및 전달을 포함하여, 다른 커뮤니티 활동(예, 친목 쌓기)에 적극적으로 참여한다","과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",2만원 이상~ 4만원 미만,던전 앤 파이터,1,1,5,5,5,5,3,3,2,2,2,4,1,1,1,5,5,5,1,5,5,1,5,5,1,7,1,3,7,7,1,1,7,7,7,7,1,7,7,1,7,7,7,7,7,7,4,7,7,7,1,7,1,7,7,3,7,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,3,1,1,1,1,1,1,3,3,1,1,1,9,13,6,9,37,4.666666667,3,4,1.25,2.25,1,6,6.428571429,6.25,5.333333333,7,2,23,9,5,1,5,4,3,1,7,던전 앤 파이터,0,0
예,예,TRUE,1,27,3시간 이상 ~ 4시간 미만,6시간 이상,10개 이상,3개월 ~ 6개월 미만,이용하지만 커뮤니티 활동에 참여하지는 않는다(출석체크만 하는 정도이다),오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",사용한 적 없다,디아블로2,1,1,5,5,1,4,5,3,5,4,1,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,1,7,7,7,5,1,7,5,6,7,1,3,5,1,6,3,6,4,7,7,5,2,5,2,4,7,1,5,7,3,7,1,3,2,4,3,2,1,2,2,1,3,2,1,3,2,1,3,2,1,1,4,2,4,4,2,1,1,20,12,13,12,57,4.5,5,2.333333333,4.75,2,1.5,4,6.428571429,4.25,4.5,7,2,27,6,9,5,3,2,2,2,1,디아블로2,0,0
예,예,TRUE,1,35,1시간 이상 ~ 2시간 미만,3시간 이상 ~ 4시간 미만,1개,2년 이상,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)","게임과 관련된 정보 획득 및 전달을 포함하여, 다른 커뮤니티 활동(예, 친목 쌓기)에 적극적으로 참여한다",돈(혹은 문화상품권)을 써서라도 확률형 아이템을 구매할 의사가 있다.,8만원 이상,블레이드앤소울,1,1,5,2,3,5,2,4,3,1,4,4,5,4,4,4,3,4,2,4,4,3,2,2,3,6,5,6,6,6,6,3,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,4,6,4,6,5,5,7,4,5,1,2,1,1,2,1,1,2,2,1,3,3,1,2,2,2,1,1,1,3,2,2,2,2,2,1,1,13,13,10,8,44,3.5,3.714285714,3,2.75,2,4,4.833333333,5.857142857,6,5.666666667,6.333333333,2,35,4,6,1,6,4,3,3,7,블레이드앤소울,0,0
예,예,TRUE,1,24,1시간 이상 ~ 2시간 미만,2시간 이상 ~ 3시간 미만,1개,6개월 ~ 1년 미만,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다","게임과 관련된 정보 획득 및 전달을 포함하여, 다른 커뮤니티 활동(예, 친목 쌓기)에 적극적으로 참여한다","과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",사용한 적 없다,디아블로3,2,2,5,3,2,4,4,4,3,2,3,4,4,5,4,5,3,4,2,4,3,3,4,2,2,4,7,4,6,6,4,4,5,5,3,5,3,3,3,6,4,5,2,4,2,5,4,5,1,6,5,6,7,7,6,5,4,2,1,1,2,1,3,1,2,2,3,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,3,2,16,10,9,10,45,3.666666667,4.285714286,2.666666667,2.5,2.25,5.166666667,3.666666667,4.857142857,4,3.833333333,5.666666667,2,24,4,5,1,4,4,3,1,1,디아블로3,0,0
예,예,TRUE,1,24,1시간 이상 ~ 2시간 미만,4시간 이상 ~ 5시간 미만,2~3개,1년 ~ 2년 미만,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,돈(혹은 문화상품권)을 써서라도 확률형 아이템을 구매할 의사가 있다.,2만원 이상~ 4만원 미만,트리오브세이비어,3,3,5,4,4,4,4,4,3,3,4,4,4,4,3,5,5,4,4,3,4,2,4,4,5,6,7,7,4,6,6,6,4,4,7,6,2,2,3,2,6,3,6,6,7,7,6,5,6,7,4,5,7,6,6,6,6,2,3,2,3,2,4,2,1,3,2,2,3,2,2,3,3,1,2,1,4,3,1,3,2,2,3,2,22,15,12,12,61,3.833333333,3.857142857,4.333333333,4,3.25,4.666666667,5.166666667,5.857142857,4.5,5.333333333,5.666666667,2,24,4,7,2,5,4,2,3,7,트리오브세이비어,0,1
예,예,TRUE,2,31,3시간 이상 ~ 4시간 미만,4시간 이상 ~ 5시간 미만,2~3개,1년 ~ 2년 미만,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",사용한 적 없다,와우,1,1,5,3,1,3,3,4,1,1,1,1,3,3,2,4,4,3,1,1,1,1,1,4,1,4,5,6,5,5,5,3,4,4,5,5,3,5,4,5,5,5,2,5,5,5,2,3,3,5,4,6,4,4,5,2,5,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,3,3,2,2,1,11,7,8,11,37,2.166666667,3,3,1.5,1,3.833333333,4.333333333,4.857142857,4,3.5,5,2,31,6,7,2,5,4,2,1,1,와우,0,0
예,예,TRUE,1,24,1시간 이상 ~ 2시간 미만,1시간 이상 ~ 2시간 미만,2~3개,6개월 ~ 1년 미만,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,돈(혹은 문화상품권)을 써서라도 확률형 아이템을 구매할 의사가 있다.,만원 이상 ~ 2만원 미만,메이플스토리,1,1,5,5,1,4,3,4,2,3,4,4,1,3,2,4,4,4,2,4,3,1,4,3,2,4,1,4,4,4,5,1,4,4,4,3,5,4,4,3,4,4,2,4,4,5,3,4,2,5,3,2,2,4,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,9,6,7,6,28,4,3.142857143,3.666666667,2,1.25,1.833333333,4,3.714285714,3.75,3.5,4.666666667,2,24,4,4,2,4,4,2,3,4,메이플스토리,0,0
예,예,TRUE,1,25,30분 이상 ~ 1시간 미만,3시간 이상 ~ 4시간 미만,1개,2년 이상,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)","게임과 관련된 정보 획득 및 전달을 포함하여, 다른 커뮤니티 활동(예, 친목 쌓기)에 적극적으로 참여한다","과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",8만원 이상,월드오브워크래프트,3,1,4,3,1,4,4,2,5,3,4,4,4,5,5,5,2,3,1,3,2,2,2,2,1,1,7,1,7,7,4,5,5,6,4,2,6,2,3,7,7,7,3,5,4,2,6,6,1,6,6,5,4,4,4,3,3,2,1,1,1,3,1,1,4,1,1,3,3,1,4,1,3,1,1,1,2,1,1,3,3,2,2,3,14,15,7,13,49,2.666666667,4,2.666666667,2.25,2.5,5.166666667,4.5,3.857142857,4.75,4.333333333,4.333333333,2,25,3,6,1,6,4,3,1,7,월드오브워크래프트,0,0
아니오,아니오,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
예,예,TRUE,1,26,2시간 이상 ~ 3시간 미만,5시간 이상 ~ 6시간 미만,1개,2년 이상,이용하지만 커뮤니티 활동에 참여하지는 않는다(출석체크만 하는 정도이다),오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",8만원 이상,wow,1,1,5,4,1,5,4,5,4,4,5,4,3,4,4,4,4,3,1,5,4,2,4,4,2,3,3,6,7,7,5,2,6,5,7,4,4,6,6,3,5,6,5,4,5,5,3,3,1,4,1,2,2,6,5,6,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,5,26,4.5,3.714285714,4.333333333,2.5,1.75,2.166666667,4.833333333,5,4.5,5,5.666666667,2,26,5,8,1,6,2,2,1,7,wow,0,0
예,예,TRUE,2,26,1시간 이상 ~ 2시간 미만,4시간 이상 ~ 5시간 미만,1개,1개월 ~ 3개월 미만,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",5천원 이상 ~ 만원 미만,트리오브세이비어,1,1,5,4,1,4,5,2,1,1,2,4,4,4,2,5,2,3,4,2,1,1,4,2,4,1,2,7,6,7,5,1,6,5,5,6,2,6,7,2,6,6,2,5,7,7,1,2,2,3,3,5,3,5,7,3,5,1,1,1,1,1,2,1,2,1,3,1,2,1,2,1,1,4,1,3,2,3,1,4,3,2,2,3,13,8,14,14,49,2.833333333,3.571428571,2,3.25,1,2,3.833333333,5.428571429,4.25,4.166666667,6.666666667,2,26,4,7,1,2,4,2,1,3,트리오브세이비어,0,0
예,예,TRUE,1,19,30분 이상 ~ 1시간 미만,2시간 이상 ~ 3시간 미만,1개,2년 이상,이용하지 않는다,오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",사용한 적 없다,wow,1,1,4,3,1,4,2,4,3,1,1,5,1,4,1,1,1,1,1,4,4,3,1,1,1,1,1,1,4,5,1,1,4,7,1,4,4,7,7,1,7,3,1,5,1,1,4,1,3,1,1,5,1,5,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,5,26,3.333333333,2.285714286,1,1,1.5,1,2.833333333,3.142857143,5.75,3.5,2.666666667,2,19,3,5,1,6,1,2,2,1,wow,0,0
예,예,TRUE,1,25,30분 미만,30분 미만,2~3개,2년 이상,이용하지 않는다,오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",8만원 이상,디아블로3,1,1,3,1,1,1,3,2,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,4,4,1,7,1,1,7,7,1,7,1,5,7,1,1,1,1,5,1,7,4,1,1,1,1,7,1,7,6,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,5,26,1.166666667,2,1,1,1,1.833333333,1.333333333,4.857142857,5.25,2,4.666666667,2,25,2,2,2,6,1,2,1,7,디아블로3,0,0
예,예,TRUE,1,27,안한다,안한다,1개,2년 이상,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",사용한 적 없다,트리오브세이비어,1,1,4,3,3,4,4,2,2,1,3,2,4,4,3,4,5,3,2,3,2,1,3,2,2,7,4,7,3,7,4,1,7,6,1,7,1,6,7,2,1,2,7,5,2,7,2,2,2,2,2,7,2,2,7,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,6,5,27,2.833333333,3.285714286,3.333333333,2.25,1.75,2.166666667,1.666666667,5.571428571,4.75,3.833333333,5.666666667,2,27,1,1,1,6,4,2,2,1,트리오브세이비어,0,0
예,예,TRUE,1,18,30분 이상 ~ 1시간 미만,1시간 이상 ~ 2시간 미만,1개,2년 이상,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)","게임과 관련된 정보 획득 및 전달을 포함하여, 다른 커뮤니티 활동(예, 친목 쌓기)에 적극적으로 참여한다",돈(혹은 문화상품권)을 써서라도 확률형 아이템을 구매할 의사가 있다.,8만원 이상,던전앤파이터,1,1,5,5,1,5,1,5,1,1,1,5,1,1,1,1,5,3,1,3,3,1,5,5,1,3,1,3,7,3,1,1,7,7,7,3,5,1,7,1,7,7,4,7,4,7,4,7,4,7,1,4,1,7,7,4,7,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,1,1,2,1,1,1,9,11,6,6,32,4.333333333,1.857142857,3.666666667,1,1,1,6.166666667,4.428571429,4.75,5,7,2,18,3,4,1,6,4,3,3,7,던전앤파이터,0,0
아니오,예,FALSE,1,34,30분 미만,30분 미만,1개,1개월 미만,이용하지 않는다,이용하지 않는다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",사용한 적 없다,wow,1,1,5,1,1,3,1,2,1,1,1,3,1,3,3,2,3,3,1,3,2,1,1,1,1,1,1,1,3,3,2,1,3,4,1,4,4,4,4,2,4,3,2,4,1,4,4,4,3,3,1,4,1,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,5,26,2,2.571428571,1.666666667,1,1,1.166666667,2.833333333,2.428571429,4,3.166666667,4,2,34,2,2,1,1,1,1,1,1,wow,0,0
예,아니오,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,
예,예,TRUE,2,25,30분 미만,30분 미만,2~3개,1개월 미만,이용하지 않는다,이용하지 않는다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",8만원 이상,파이널판타지 14,2,1,4,4,2,2,4,3,2,3,2,4,3,2,2,5,4,3,3,3,3,3,2,1,2,2,4,5,6,5,4,1,5,5,6,6,2,4,2,1,5,5,1,3,3,7,2,1,3,4,3,3,3,3,7,3,6,1,1,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,3,4,3,2,3,3,2,2,2,20,12,17,12,61,2.833333333,3.285714286,2.333333333,2.75,1.75,2.166666667,4.333333333,3.714285714,3.5,2.666666667,6.666666667,2,25,2,2,2,1,1,1,1,7,파이널판타지 14,0,1
예,예,TRUE,1,27,3시간 이상 ~ 4시간 미만,6시간 이상,1개,2년 이상,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)","게임과 관련된 정보 획득 및 전달을 포함하여, 다른 커뮤니티 활동(예, 친목 쌓기)에 적극적으로 참여한다",돈(혹은 문화상품권)을 써서라도 확률형 아이템을 구매할 의사가 있다.,8만원 이상,검은사막,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,4,5,5,4,6,2,6,6,5,6,2,6,7,5,5,6,6,5,5,5,4,6,5,6,4,6,4,5,5,6,5,1,1,2,1,2,1,1,2,3,3,4,3,2,2,3,4,1,1,1,1,1,1,3,3,1,1,1,16,18,6,9,49,5,5,5,5,5,3.333333333,4.833333333,5.428571429,5.25,6,5,2,27,6,9,1,6,4,3,3,7,검은사막,0,0
예,예,TRUE,1,21,30분 미만,30분 미만,2~3개,1개월 미만,이용하지만 커뮤니티 활동에 참여하지는 않는다(출석체크만 하는 정도이다),오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",4만원 이상 ~ 8만원 미만,디아블로3,1,1,4,4,1,4,3,4,1,1,2,3,3,1,1,4,4,4,1,3,1,1,1,1,1,3,1,4,6,6,3,1,5,6,5,5,3,5,5,2,5,6,4,5,5,6,5,3,2,4,1,4,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,5,26,2.833333333,2.571428571,2.333333333,1.5,1,1.166666667,3.5,4.571428571,5.25,3.5,5.666666667,2,21,2,2,2,1,2,2,2,6,디아블로3,0,0
예,예,TRUE,1,28,30분 미만,안한다,1개,1개월 미만,이용하지만 커뮤니티 활동에 참여하지는 않는다(출석체크만 하는 정도이다),오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",사용한 적 없다,와우,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,6,6,5,26,1,1.285714286,1,1,1,1,2,1,1,1,1,2,28,2,1,1,1,2,2,1,1,와우,0,0
예,예,TRUE,1,26,6시간 이상,3시간 이상 ~ 4시간 미만,1개,3개월 ~ 6개월 미만,"커뮤니티 활동에 적극적으로 참여한다(거의 매일 커뮤니티 활동(예, 길드전, 회의)에 참여한다)",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"과거에 구매한 경험이 없으며, 앞으로도 구매할 의사가 없다",만원 이상 ~ 2만원 미만,WOW,3,2,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,2,4,4,2,3,3,2,3,3,5,7,5,7,4,5,6,7,4,4,4,4,3,7,7,6,6,7,4,5,5,5,7,3,5,5,5,7,5,7,3,2,2,3,2,3,2,2,3,2,2,2,2,2,1,2,2,1,1,1,1,1,3,3,2,3,2,21,11,7,13,52,3.833333333,3.714285714,3.666666667,2,3.25,3.5,6.166666667,5,5.25,5.666666667,6,2,26,9,6,1,3,4,2,1,4,WOW,0,0
예,예,TRUE,1,35,3시간 이상 ~ 4시간 미만,4시간 이상 ~ 5시간 미만,2~3개,3개월 ~ 6개월 미만,"커뮤티니 활동에 소극적으로 참여한다(커뮤니티 활동(예, 회의, 길드전)에 가끔씩 참여한다",오로지 게임과 관련된 정보를 주고 받는 용도로만 이용한다,"확률형 아이템을 구매할 의사는 있지만, 이를 위해 돈(혹은 문화상품권)을 쓰지는 않을 것이다",5천원 미만,블레스,1,1,3,4,3,4,2,2,1,1,3,3,3,2,3,2,4,3,1,3,1,2,3,3,1,3,4,4,5,5,4,1,4,4,5,5,3,6,5,4,6,5,4,5,1,6,4,5,5,4,1,5,4,4,5,4,6,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,14,6,6,7,33,2.833333333,2.428571429,3.333333333,1.5,1.5,2.5,4.666666667,3.714285714,4.75,4.666666667,5.333333333,2,35,6,7,2,3,4,2,2,2,블레스,0,0
